ts_idx,datetime,hour,dow,is_weekend,is_peak,util_mean,util_p75,util_p90,pct_surge,pct_offpeak,vol_mean,dur_mean,dyn_tariff,tariff_regime,wait_proxy,util_after
65,2022-06-19 05:20:00,5,6,1,0,0.3120949597316179,0.44499449944994496,0.5934653465346535,0.012145748987854251,0.5303643724696356,45.01933198316195,1.7344804318259113,15.0,Base,1.860338374531821,0.32776833128600974
66,2022-06-19 05:25:00,5,6,1,0,0.31262176831563543,0.44499449944994496,0.5934653465346535,0.012145748987854251,0.5263157894736842,44.95526315850608,1.7340058479271256,15.0,Base,1.8782228430762606,0.32807801260370095
67,2022-06-19 05:30:00,5,6,1,0,0.31276569944737426,0.44499449944994496,0.588976897689769,0.012145748987854251,0.5263157894736842,45.71917453928342,1.7385290148178134,15.0,Base,1.8791171940850275,0.32821732572166407
68,2022-06-19 05:35:00,5,6,1,0,0.3135560220063086,0.44499449944994496,0.588976897689769,0.012145748987854251,0.5263157894736842,46.10769230552633,1.7406590193360323,15.0,Base,1.9097221581015398,0.32903942926251795
69,2022-06-19 05:40:00,5,6,1,0,0.3141019424397801,0.44499449944994496,0.588976897689769,0.008097165991902834,0.5263157894736842,46.10452091686236,1.7405533063360326,15.0,Base,1.9064109785889876,0.3300655586013632
70,2022-06-19 05:45:00,5,6,1,0,0.31493075017620464,0.4502248875562219,0.590957095709571,0.008097165991902834,0.5263157894736842,47.17201079589476,1.748812415663968,15.0,Base,1.9286157899248524,0.3308255287375502
71,2022-06-19 05:50:00,5,6,1,0,0.3160419544955032,0.4502248875562219,0.590957095709571,0.008097165991902834,0.5222672064777328,47.67435897374901,1.752699055299596,15.0,Base,1.9455255841361414,0.33171685562896674
72,2022-06-19 05:55:00,5,6,1,0,0.3169749994992785,0.4522774327122153,0.6007766990291262,0.008097165991902834,0.5222672064777328,48.518297347635645,1.7576968060931182,15.0,Base,1.9663313422436037,0.3327184252715318
73,2022-06-19 06:00:00,6,6,1,0,0.3176726243694743,0.4522774327122153,0.6030255136599684,0.008097165991902834,0.5222672064777328,48.927732793587055,1.760121457469636,15.0,Base,2.005786911660088,0.33345201028295085
74,2022-06-19 06:05:00,6,6,1,0,0.31794170467971866,0.4502248875562219,0.6030255136599684,0.008097165991902834,0.5222672064777328,48.927732793587055,1.760121457469636,15.0,Base,2.0427581898154004,0.33372340711354587
75,2022-06-19 06:10:00,6,6,1,0,0.31788271711859234,0.4502248875562219,0.6048959608323133,0.008097165991902834,0.5263157894736842,48.89502024123888,1.7589856050364372,15.0,Base,2.069996961300877,0.33394018328414915
76,2022-06-19 06:15:00,6,6,1,0,0.3182692514889569,0.4502248875562219,0.6046511627906976,0.012145748987854251,0.5263157894736842,48.87914979734819,1.7584345479190282,15.0,Base,2.1191858749058556,0.33383246569798725
77,2022-06-19 06:20:00,6,6,1,0,0.3187221822131941,0.4502248875562219,0.6046511627906976,0.012145748987854251,0.5263157894736842,48.87914979734819,1.7584345479190282,15.0,Base,2.1769674894039404,0.3342771256327902
78,2022-06-19 06:25:00,6,6,1,0,0.3183092509214975,0.4476901208244492,0.6046511627906976,0.016194331983805668,0.5303643724696356,49.47546558574899,1.7609829059878543,15.0,Base,2.160461629516274,0.33372137882832914
79,2022-06-19 06:30:00,6,6,1,0,0.31875089239448534,0.4476901208244492,0.6082452431289641,0.016194331983805668,0.5182186234817814,49.74757085041703,1.7621457489999999,15.0,Base,2.1658621906116813,0.3334906161690791
80,2022-06-19 06:35:00,6,6,1,0,0.3185587491259868,0.45141065830721006,0.6192307692307693,0.020242914979757085,0.5182186234817814,49.86916329240892,1.7589338731295543,15.0,Base,2.1725304951555002,0.33274675025104344
81,2022-06-19 06:40:00,6,6,1,0,0.31895060860588026,0.44913793103448274,0.6192307692307693,0.020242914979757085,0.5182186234817814,49.926383266137684,1.7574224021619436,15.0,Base,2.186380843101958,0.3331462706973705
82,2022-06-19 06:45:00,6,6,1,0,0.3191770159263856,0.45677860696517414,0.61006993006993,0.012145748987854251,0.5182186234817814,50.736018892878576,1.7603756185182196,15.0,Base,2.1554598161318252,0.3344067111495911
83,2022-06-19 06:50:00,6,6,1,0,0.31977618804345664,0.4548846675712347,0.6138961038961039,0.020242914979757085,0.5182186234817814,51.12881241581377,1.761808367080972,15.0,Base,2.205493732846446,0.3339545992875401
84,2022-06-19 06:55:00,6,6,1,0,0.31996765550278466,0.4517498713329902,0.6193446088794927,0.024291497975708502,0.5182186234817814,51.12881241581377,1.761808367080972,15.0,Base,2.239061173833166,0.33363967223180013
85,2022-06-19 07:00:00,7,6,1,0,0.31945105501261306,0.4517498713329902,0.62891809908999,0.020242914979757085,0.5222672064777328,51.83572818223888,1.7595254161214584,15.0,Base,2.288428575846945,0.33371238039351786
86,2022-06-19 07:05:00,7,6,1,0,0.3191722057269627,0.4517498713329902,0.6239130434782608,0.020242914979757085,0.5263157894736842,52.173515518627546,1.7584345479149799,15.0,Base,2.305518857629902,0.33356397028192075
87,2022-06-19 07:10:00,7,6,1,0,0.31849750405925104,0.4480185280494081,0.6174571805006588,0.020242914979757085,0.5263157894736842,52.173515518627546,1.7584345479149799,15.0,Base,2.3114114139540662,0.33282906450975347
88,2022-06-19 07:15:00,7,6,1,0,0.31609885582653185,0.44610281923714756,0.6106719367588933,0.024291497975708502,0.5344129554655871,51.115317139008106,1.7395299145627532,15.0,Base,2.274709890265367,0.33020845624107054
89,2022-06-19 07:20:00,7,6,1,0,0.3153231355849568,0.4388992537313433,0.6048418972332017,0.024291497975708502,0.5303643724696356,50.624932523477746,1.730769230793522,15.0,Base,2.235316955366163,0.3291622929176694
90,2022-06-19 07:25:00,7,6,1,0,0.31274398020208083,0.43478260869565216,0.5930209652455326,0.020242914979757085,0.5303643724696356,50.18811740851823,1.7197570850404862,15.0,Base,2.1432885557032786,0.3269972694108853
91,2022-06-19 07:30:00,7,6,1,0,0.31204796778652677,0.43478260869565216,0.5922628827483196,0.020242914979757085,0.5303643724696356,49.98255735521459,1.7145748988178147,15.0,Base,2.096077869213623,0.32629077317883654
92,2022-06-19 07:35:00,7,6,1,0,0.3087504057972989,0.43212530712530717,0.5885375494071147,0.012145748987854251,0.5384615384615384,48.6933974360648,1.6976518218947363,15.0,Base,1.9242243161237114,0.32432229394986045
93,2022-06-19 07:40:00,7,6,1,0,0.30733202819641453,0.42857142857142855,0.5813953488372093,0.012145748987854251,0.5425101214574899,48.02928474986643,1.6889338731700407,15.0,Base,1.8574874005647757,0.32312235286464175
94,2022-06-19 07:45:00,7,6,1,0,0.30586890104526016,0.42732919254658386,0.5796113306982873,0.012145748987854251,0.5425101214574899,48.02928474986643,1.6889338731700407,15.0,Base,1.8022450405260633,0.32161250353980214
95,2022-06-19 07:50:00,7,6,1,0,0.302429089610513,0.4210199004975125,0.5703664552501763,0.012145748987854251,0.5465587044534413,46.74356612614171,1.663326585720648,15.0,Base,1.5677695057444279,0.31850070849013407
96,2022-06-19 07:55:00,7,6,1,0,0.3003516983281588,0.4210199004975125,0.5662015503875969,0.008097165991902834,0.5465587044534413,46.16592442634821,1.651821862348179,15.0,Base,1.4836772576681883,0.31686777826614276
97,2022-06-19 08:00:00,8,6,1,1,0.2955057838085073,0.4170289855072464,0.560447498238196,0.004048582995951417,0.5465587044534413,42.88540092195547,1.6171333783400827,14.775289190425365,Discount,1.3743168904717662,0.3122829746230005
98,2022-06-19 08:05:00,8,6,1,1,0.2936401002956446,0.4166666666666667,0.560447498238196,0.004048582995951417,0.5465587044534413,41.22041160619027,1.599527665336033,14.682005014782229,Discount,1.2652747924147176,0.3103894742483522
99,2022-06-19 08:10:00,8,6,1,1,0.290749247572614,0.41262230919765164,0.560447498238196,0.004048582995951417,0.5587044534412956,41.22041160619027,1.599527665336033,14.537462378630702,Discount,1.1624423117857714,0.3080709595306074
100,2022-06-19 08:15:00,8,6,1,1,0.2850585742601833,0.3923734853884533,0.5311197663096398,0.008097165991902834,0.5668016194331984,37.13296108825102,1.5527305442995953,14.252928713009164,Discount,0.9748518245644946,0.30211592904539464
101,2022-06-19 08:20:00,8,6,1,1,0.28214714611852176,0.39068763490595126,0.5248514851485149,0.004048582995951417,0.5668016194331984,35.26781376519432,1.531376518222672,14.107357305926088,Discount,0.9237273823528455,0.29950408983717036
102,2022-06-19 08:25:00,8,6,1,1,0.2794252030642477,0.3894799054373522,0.5191317593297792,0.004048582995951417,0.5708502024291497,35.26781376519432,1.531376518222672,13.971260153212384,Discount,0.8952125740044694,0.2968858972645758
103,2022-06-19 08:30:00,8,6,1,1,0.2747293560108349,0.38348416289592757,0.5138223938223938,0.004048582995951417,0.5789473684210527,32.373225370789484,1.4937516869149807,13.736467800541746,Discount,0.7623291565973467,0.2923271259088389
104,2022-06-19 08:35:00,8,6,1,1,0.2726333871735603,0.3808316430020284,0.5138223938223938,0.004048582995951417,0.5789473684210527,31.01106612651417,1.4760458839392716,13.631669358678014,Discount,0.7383201340330277,0.29011792532827163
105,2022-06-19 08:40:00,8,6,1,1,0.2703813331331363,0.3728932584269663,0.5122360248447205,0.004048582995951417,0.5910931174089069,30.899338731101217,1.474898785421053,13.519066656656815,Discount,0.6854415377510994,0.2884405126963531
106,2022-06-19 08:45:00,8,6,1,1,0.26753117576545804,0.3693181818181818,0.5030769230769231,0.004048582995951417,0.6032388663967612,28.905612347846148,1.442466261801619,13.376558788272902,Discount,0.6466812272891229,0.2859919476474869
107,2022-06-19 08:50:00,8,6,1,1,0.26612227312857034,0.3657407407407407,0.5,0.004048582995951417,0.6032388663967612,28.033502023991904,1.4281376518380562,13.306113656428517,Discount,0.6230577840577517,0.28450713636582536
108,2022-06-19 08:55:00,8,6,1,1,0.26497725979943326,0.35446859903381644,0.5,0.004048582995951417,0.6072874493927125,28.19312190733603,1.4290643275060726,13.248862989971663,Discount,0.587455942599709,0.28358755476813485
109,2022-06-19 09:00:00,9,6,1,1,0.26410532031824047,0.3524137931034483,0.5,0.004048582995951417,0.6032388663967612,27.79777058030364,1.4116801619352228,13.205266015912024,Discount,0.534244645559738,0.2827573296069646
110,2022-06-19 09:05:00,9,6,1,1,0.263386240367311,0.3539164164164164,0.5,0.004048582995951417,0.6032388663967612,27.574055330040487,1.403171390024291,13.169312018365552,Discount,0.5188038179790717,0.2819994398607435
111,2022-06-19 09:10:00,9,6,1,1,0.26256068877225497,0.3516016016016016,0.5,0.004048582995951417,0.6032388663967612,27.609271254469633,1.4034008097327932,13.12803443861275,Discount,0.49564823176405726,0.28117394777312293
112,2022-06-19 09:15:00,9,6,1,1,0.25917485985695743,0.3450595330137622,0.4931818181818183,0.0,0.6194331983805668,26.236415316429134,1.3802294197125498,12.95874299284787,Discount,0.43077117652376995,0.2789469941393754
113,2022-06-19 09:20:00,9,6,1,1,0.2582554772181794,0.346256851021425,0.49043203787729345,0.0,0.6234817813765182,25.486213449866398,1.3679532163643717,12.912773860908969,Discount,0.42480401938080103,0.278187585835863
114,2022-06-19 09:25:00,9,6,1,1,0.2569961205898755,0.3482686453576864,0.48602316602316603,0.0,0.631578947368421,25.2861864595749,1.3591205578056669,12.849806029493775,Discount,0.3770097084285953,0.27728731443838733
115,2022-06-19 09:30:00,9,6,1,1,0.2563937388260238,0.35061461415888917,0.48602316602316603,0.0,0.6396761133603239,25.218792172643724,1.3552631578744931,12.819686941301189,Discount,0.35713484644847016,0.27711202473776864
116,2022-06-19 09:35:00,9,6,1,1,0.2561747607164195,0.34900378126817916,0.4828933092224232,0.0,0.6396761133603239,25.097860998570848,1.3557264956963557,12.808738035820975,Discount,0.3590160062243668,0.276906212055776
117,2022-06-19 09:40:00,9,6,1,1,0.2535884176060426,0.3460249042145594,0.4793615850302697,0.0,0.6437246963562753,24.432995950931186,1.3350607287692302,12.67942088030213,Discount,0.37485369770465315,0.27418712399396267
118,2022-06-19 09:45:00,9,6,1,1,0.2526602765907754,0.34518866221339595,0.47481012658227845,0.0,0.6437246963562753,24.08940114638461,1.3245377867692298,12.63301382953877,Discount,0.3784524381454989,0.27319402074494376
119,2022-06-19 09:50:00,9,6,1,1,0.2514548333061654,0.3438797616898357,0.4715384615384616,0.0,0.6477732793522267,24.15593117341296,1.3233063427732785,12.572741665308271,Discount,0.3784524381454989,0.27214873597668976
120,2022-06-19 09:55:00,9,6,1,1,0.24957050168143516,0.33796528724090946,0.4699442586399108,0.0,0.6518218623481782,23.434484930323883,1.305730994133603,12.478525084071757,Discount,0.3441358775131487,0.2703260091099514
121,2022-06-19 10:00:00,10,6,1,1,0.24833386560556328,0.3399715504978663,0.46552795031055905,0.0,0.6518218623481782,23.016466486631572,1.2965452091781373,12.416693280278164,Discount,0.3441358775131487,0.2689597682966413
122,2022-06-19 10:05:00,10,6,1,1,0.24715509100953073,0.3333333333333333,0.4639751552795031,0.0,0.6518218623481782,22.98296221292307,1.2958839406234817,12.357754550476537,Discount,0.320294222092546,0.2677361164361708
123,2022-06-19 10:10:00,10,6,1,1,0.24618975614524888,0.3333333333333333,0.4567701863354037,0.0,0.6477732793522267,22.493979419522258,1.2784244264412956,12.309487807262444,Discount,0.3188923871533793,0.2664663301968504
124,2022-06-19 10:15:00,10,6,1,1,0.2450628357588357,0.3333333333333333,0.4567701863354037,0.0,0.6558704453441295,22.130656769785418,1.2673369320566799,12.253141787941786,Discount,0.295950416842988,0.26572150350348517
125,2022-06-19 10:20:00,10,6,1,1,0.24413849441948288,0.3333333333333333,0.4567701863354037,0.0,0.6639676113360324,21.936147098113356,1.2642273953967609,12.206924720974145,Discount,0.295950416842988,0.26521853540233536
126,2022-06-19 10:25:00,10,6,1,1,0.24111284473060354,0.3333333333333333,0.4339544513457558,0.0,0.6639676113360324,21.26775753491904,1.247278452534412,12.055642236530177,Discount,0.2961432065094619,0.26202578682911687
